71.29,76.86,12.14,5.73,15.5,11.22,56.83,50.24,50.24,0.001567,0.905657
72.57,83.88,15.62,5.73,15.43,10.92,56.81,56.44,56.44,0.001167,0.909256
70.31,73.14,6.59,5.74,15.37,10.62,56.06,54.53,54.53,0.000909,1.06964
73.26,88.08,16.77,5.75,15.31,10.4,56.48,57.78,57.78,0.000621,0.872727
73.76,90.73,16.95,5.75,15.25,10.18,56.48,58.38,58.38,0.000669,0.899877
79.28,116.15,39.69,5.76,15.2,10.1,56.62,60.45,60.45,0.000775,0.790155
78,109.17,31.61,5.77,15.15,10.02,56.32,59.18,59.18,0.000875,0.740236
138.72,360.62,303.77,5.8,15.2,10.78,58.09,66.58,66.58,0.001732,-1.590868
128.11,297.36,218.83,5.83,15.23,11.36,58.4,61.05,61.05,0.002152,-1.590448
119.29,248.32,159.42,5.85,15.25,11.77,58.21,57.01,57.01,0.002495,-1.658853
116.26,225.11,133.22,5.88,15.26,12.16,57.62,60.54,60.54,0.002771,-1.731289
118.76,222.57,128.81,5.9,15.29,12.6,57.5,59.73,59.73,0.003051,-1.789578
110.19,186.04,95.09,5.92,15.29,12.88,56.66,59.31,59.31,0.002484,-1.629797
108.27,173.57,84.18,5.95,15.3,13.11,57.16,57.99,57.99,0.002406,-1.64674
114.09,184.63,94.65,5.97,15.31,13.41,57.54,59.5,59.5,0.002456,-1.636388
112.5,173.12,84.87,5.99,15.32,13.7,58,59.44,59.44,0.002486,-1.62345
114.75,172.75,86.48,6.02,15.33,14.03,58.12,63.73,63.73,0.002533,-1.532429
115.11,167.04,83,6.04,15.35,14.37,58.68,64.07,64.07,0.002691,-1.284768
108.59,144.62,61.71,6.06,15.36,14.58,58.24,64.5,64.5,0.002701,-1.051397
110.44,144.36,63.56,6.08,15.37,14.77,58.65,65.04,65.04,0.002695,-1.005501
112.19,143.65,65.09,6.11,15.37,14.98,58.7,65.72,65.72,0.002721,-1.073087
112.01,138.64,60.55,6.13,15.38,15.14,58.44,65.03,65.03,0.002703,-1.199333
130.65,176.34,112.65,6.16,15.42,15.61,58.19,59.08,59.08,0.002856,-2.334263
